1	514	1
1	1304	2
1	272	3
1	2278	4
1	1285	5
1	2194	6
1	920	7
1	1262	8
1	1967	9
1	589	10
1	2712	11
1	741	12
1	356	13
1	377	14
1	1266	15
1	2118	16
1	1221	17
1	750	18
1	1219	19
1	951	20
1	2289	21
1	2353	22
1	1387	23
1	2890	24
1	2391	25
1	1287	26
1	1200	27
1	1196	28
1	2300	29
1	112	30
1	593	31
1	1250	32
1	353	33
1	1372	34
1	2918	35
1	908	36
1	924	37
1	858	38
1	1094	39
1	3030	40
1	1272	41
1	1296	42
1	2968	43
1	1231	44
1	1527	45
1	1248	46
1	2947	47
1	2723	48
1	69	49
1	1215	50
2	904	1
2	122912	2
2	2959	3
2	67255	4
2	1210	5
2	1258	6
2	110	7
2	4226	8
2	92259	9
2	480	10
2	8368	11
2	318	12
2	2288	13
2	96079	14
2	1196	15
2	293	16
2	4886	17
2	49530	18
2	55247	19
2	50	20
2	1619	21
2	104879	22
2	1917	23
2	2028	24
2	527	25
2	260	26
2	68954	27
2	2571	28
2	1291	29
2	6016	30
2	3307	31
2	5952	32
2	356	33
2	54286	34
2	2324	35
2	1036	36
2	8376	37
2	8961	38
2	1089	39
2	1198	40
2	122916	41
2	296	42
2	1203	43
2	4993	44
2	7153	45
2	47	46
2	33794	47
2	541	48
2	780	49
2	116797	50
4	110	1
4	1267	2
4	3072	3
4	2997	4
4	1625	5
4	2394	6
4	1247	7
4	1272	8
4	1653	9
4	1617	10
4	296	11
4	905	12
4	1393	13
4	2396	14
4	260	15
4	1101	16
4	1036	17
4	104	18
4	866	19
4	150	20
4	1394	21
4	1912	22
4	318	23
4	1663	24
4	21	25
4	1035	26
4	1356	27
4	232	28
4	3030	29
4	50	30
4	527	31
4	36	32
4	928	33
4	953	34
4	2360	35
4	1242	36
4	2403	37
4	1299	38
4	1358	39
4	912	40
4	246	41
4	101	42
4	1221	43
4	17	44
4	534	45
4	1500	46
4	356	47
4	933	48
4	1059	49
4	2019	50
5	500	1
5	356	2
5	497	3
5	253	4
5	185	5
5	11	6
5	380	7
5	300	8
5	224	9
5	50	10
5	376	11
5	266	12
5	17	13
5	480	14
5	280	15
5	25	16
5	36	17
5	318	18
5	508	19
5	2	20
5	19	21
5	47	22
5	246	23
5	648	24
5	231	25
5	316	26
5	377	27
5	539	28
5	62	29
5	161	30
5	236	31
5	160	32
5	235	33
5	48	34
5	225	35
5	342	36
5	95	37
5	292	38
5	141	39
5	32	40
5	10	41
5	593	42
5	587	43
5	339	44
5	73	45
5	288	46
5	296	47
5	317	48
5	454	49
5	165	50
6	585	1
6	327	2
6	673	3
6	280	4
6	616	5
6	590	6
6	248	7
6	435	8
6	10	9
6	788	10
6	29	11
6	380	12
6	610	13
6	7	14
6	648	15
6	419	16
6	719	17
6	745	18
6	707	19
6	237	20
6	338	21
6	593	22
6	315	23
6	1022	24
6	296	25
6	39	26
6	805	27
6	48	28
6	47	29
6	21	30
6	288	31
6	543	32
6	50	33
6	661	34
6	780	35
6	185	36
6	466	37
6	413	38
6	44	39
6	420	40
6	1356	41
6	272	42
6	161	43
6	529	44
6	225	45
6	172	46
6	1073	47
6	19	48
6	223	49
6	799	50
7	1884	1
7	318	2
7	2375	3
7	2985	4
7	589	5
7	8784	6
7	296	7
7	32	8
7	6283	9
7	1676	10
7	45720	11
7	58559	12
7	48516	13
7	46530	14
7	1196	15
7	4239	16
7	288	17
7	1221	18
7	223	19
7	2278	20
7	1089	21
7	919	22
7	475	23
7	2011	24
7	3000	25
7	7147	26
7	1500	27
7	5690	28
7	353	29
7	1036	30
7	54286	31
7	2161	32
7	858	33
7	2692	34
7	2541	35
7	2502	36
7	2329	37
7	1093	38
7	6711	39
7	745	40
7	34405	41
7	1148	42
7	3751	43
7	590	44
7	33166	45
7	1270	46
7	1193	47
7	60069	48
7	47	49
7	33794	50
8	552	1
8	474	2
8	367	3
8	344	4
8	160	5
8	280	6
8	165	7
8	273	8
8	509	9
8	316	10
8	339	11
8	337	12
8	350	13
8	21	14
8	161	15
8	223	16
8	594	17
8	17	18
8	586	19
8	595	20
8	266	21
8	420	22
8	265	23
8	349	24
8	153	25
8	589	26
8	62	27
8	500	28
8	25	29
8	231	30
8	333	31
8	261	32
8	272	33
8	442	34
8	300	35
8	588	36
8	11	37
8	497	38
8	288	39
8	19	40
8	368	41
8	553	42
8	225	43
8	329	44
8	47	45
8	434	46
8	95	47
8	36	48
8	318	49
8	520	50
9	589	1
9	1214	2
9	260	3
9	592	4
9	2028	5
9	246	6
9	1197	7
9	1204	8
9	1036	9
9	480	10
9	7153	11
9	33794	12
9	2571	13
9	47	14
9	2355	15
9	4878	16
9	1291	17
9	4447	18
9	3578	19
9	4085	20
9	908	21
9	1210	22
9	3699	23
9	904	24
9	1136	25
9	356	26
9	590	27
9	1230	28
9	2353	29
9	50	30
9	1221	31
9	56367	32
9	1917	33
9	3256	34
9	318	35
9	58559	36
9	111	37
9	7361	38
9	10	39
9	4022	40
9	8961	41
9	593	42
9	1299	43
9	5816	44
9	3147	45
9	2019	46
9	1259	47
9	1196	48
9	1272	49
9	2640	50
10	79132	1
10	1221	2
10	103335	3
10	54001	4
10	109487	5
10	1	6
10	616	7
10	81834	8
10	56367	9
10	33794	10
10	4896	11
10	3793	12
10	2571	13
10	76093	14
10	104374	15
10	1028	16
10	6373	17
10	69122	18
10	3114	19
10	69757	20
10	1704	21
10	364	22
10	586	23
10	1088	24
10	858	25
10	1485	26
10	2687	27
10	1968	28
10	87232	29
10	60069	30
10	2953	31
10	1073	32
10	7153	33
10	97304	34
10	2144	35
10	2706	36
10	527	37
10	78499	38
10	1035	39
10	105844	40
10	2959	41
10	593	42
10	7444	43
10	112552	44
10	103141	45
10	293	46
10	8529	47
10	318	48
10	40815	49
10	81847	50
11	296	1
11	539	2
11	32	3
11	225	4
11	2268	5
11	553	6
11	1036	7
11	260	8
11	1	9
11	555	10
11	2105	11
11	592	12
11	161	13
11	356	14
11	333	15
11	50	16
11	223	17
11	367	18
11	590	19
11	47	20
11	22	21
11	316	22
11	86	23
11	231	24
11	218	25
11	508	26
11	1527	27
11	353	28
11	527	29
11	266	30
11	1073	31
11	778	32
11	454	33
11	165	34
11	300	35
11	480	36
11	2161	37
11	708	38
11	112	39
11	314	40
11	34	41
11	168	42
11	524	43
11	587	44
11	475	45
11	2431	46
11	293	47
11	175	48
11	329	49
11	520	50
12	50	1
12	60069	2
12	56949	3
12	2722	4
12	7346	5
12	300	6
12	3081	7
12	91500	8
12	76093	9
12	2125	10
12	3988	11
12	239	12
12	150	13
12	342	14
12	588	15
12	80549	16
12	2572	17
12	277	18
12	7361	19
12	1586	20
12	380	21
12	185	22
12	47610	23
12	4239	24
12	21	25
12	86833	26
12	3916	27
12	592	28
12	7451	29
12	207	30
12	3897	31
12	135	32
12	235	33
12	216	34
12	317	35
12	296	36
12	4308	37
12	161	38
12	724	39
12	356	40
12	590	41
12	7293	42
12	11	43
12	94959	44
12	5066	45
12	46972	46
12	52328	47
12	902	48
12	595	49
12	5103	50
13	858	1
13	6	2
13	3618	3
13	4701	4
13	2019	5
13	110	6
13	3499	7
13	1201	8
13	5952	9
13	4011	10
13	3555	11
13	1275	12
13	3785	13
13	593	14
13	2028	15
13	1272	16
13	1918	17
13	5816	18
13	1214	19
13	1997	20
13	3972	21
13	4306	22
13	1200	23
13	4963	24
13	68954	25
13	3623	26
13	337	27
13	1210	28
13	1291	29
13	1258	30
13	7153	31
13	1036	32
13	4993	33
13	3452	34
13	3755	35
13	1196	36
13	527	37
13	2716	38
13	1994	39
13	68157	40
13	3300	41
13	8961	42
13	58559	43
13	260	44
13	1387	45
13	79132	46
13	33794	47
13	1573	48
13	5378	49
13	4161	50
14	165	1
14	587	2
14	1	3
14	10	4
14	11	5
14	44	6
14	246	7
14	349	8
14	36	9
14	466	10
14	16	11
14	168	12
14	296	13
14	362	14
14	50	15
14	32	16
14	329	17
14	272	18
14	551	19
14	457	20
14	316	21
14	420	22
14	303	23
14	380	24
14	62	25
14	34	26
14	368	27
14	353	28
14	161	29
14	208	30
14	6	31
14	48	32
14	153	33
14	410	34
14	293	35
14	315	36
14	300	37
14	500	38
14	25	39
14	261	40
14	163	41
14	141	42
14	2	43
14	364	44
14	474	45
14	588	46
14	454	47
14	350	48
14	194	49
14	357	50
15	2288	1
15	91529	2
15	899	3
15	3996	4
15	68157	5
15	1258	6
15	480	7
15	111	8
15	47099	9
15	45950	10
15	1527	11
15	1193	12
15	58559	13
15	4878	14
15	1036	15
15	5574	16
15	46578	17
15	4011	18
15	54001	19
15	79091	20
15	8376	21
15	5218	22
15	50	23
15	88125	24
15	99114	25
15	1291	26
15	7153	27
15	1201	28
15	541	29
15	69481	30
15	1204	31
15	33794	32
15	1196	33
15	1580	34
15	1136	35
15	41997	36
15	3114	37
15	32587	38
15	2012	39
15	8950	40
15	150	41
15	110	42
15	81834	43
15	293	44
15	2194	45
15	1262	46
15	2959	47
15	4226	48
15	1	49
15	44191	50
16	2318	1
16	54503	2
16	1203	3
16	5690	4
16	8874	5
16	592	6
16	1276	7
16	54881	8
16	1233	9
16	8370	10
16	590	11
16	1036	12
16	1960	13
16	3949	14
16	6016	15
16	2065	16
16	1258	17
16	2858	18
16	2959	19
16	6	20
16	908	21
16	3504	22
16	6857	23
16	778	24
16	858	25
16	1206	26
16	44199	27
16	48780	28
16	1209	29
16	2076	30
16	480	31
16	8798	32
16	922	33
16	1221	34
16	1921	35
16	35836	36
16	1240	37
16	3147	38
16	589	39
16	2871	40
16	1732	41
16	1104	42
16	4865	43
16	48516	44
16	1234	45
16	44555	46
16	527	47
16	260	48
16	7156	49
16	1210	50
17	76093	1
17	4641	2
17	293	3
17	778	4
17	27904	5
17	4306	6
17	6377	7
17	3996	8
17	527	9
17	2355	10
17	175	11
17	4886	12
17	1527	13
17	48394	14
17	2288	15
17	541	16
17	40819	17
17	98809	18
17	3114	19
17	3578	20
17	1200	21
17	47	22
17	1222	23
17	111	24
17	3000	25
17	58559	26
17	608	27
17	1262	28
17	122886	29
17	68157	30
17	55820	31
17	56782	32
17	37729	33
17	1260	34
17	1645	35
17	858	36
17	1247	37
17	48516	38
17	745	39
17	6	40
17	1199	41
17	51540	42
17	2028	43
17	924	44
17	2076	45
17	4022	46
17	319	47
17	260	48
17	48774	49
17	44199	50
18	46530	1
18	54001	2
18	2288	3
18	33493	4
18	1287	5
18	1682	6
18	6365	7
18	8665	8
18	1208	9
18	364	10
18	68157	11
18	588	12
18	924	13
18	40819	14
18	2858	15
18	475	16
18	4223	17
18	11	18
18	8636	19
18	56782	20
18	260	21
18	88125	22
18	32587	23
18	1266	24
18	1945	25
18	1203	26
18	3000	27
18	1884	28
18	4878	29
18	48774	30
18	2502	31
18	34405	32
18	53996	33
18	5952	34
18	8371	35
18	1136	36
18	899	37
18	8784	38
18	49272	39
18	6934	40
18	3535	41
18	1089	42
18	1193	43
18	51662	44
18	1500	45
18	81834	46
18	3556	47
18	1645	48
18	33166	49
18	2542	50
19	595	1
19	480	2
19	2948	3
19	594	4
19	1653	5
19	527	6
19	2141	7
19	1198	8
19	153	9
19	1784	10
19	2194	11
19	553	12
19	608	13
19	597	14
19	329	15
19	1466	16
19	110	17
19	912	18
19	86	19
19	364	20
19	593	21
19	899	22
19	2529	23
19	317	24
19	923	25
19	46	26
19	905	27
19	1240	28
19	916	29
19	919	30
19	648	31
19	2011	32
19	968	33
19	1250	34
19	1721	35
19	371	36
19	902	37
19	2080	38
19	1608	39
19	908	40
19	596	41
19	954	42
19	858	43
19	1207	44
19	1356	45
19	2501	46
19	2761	47
19	953	48
19	25	49
19	1968	50
20	594	1
20	553	2
20	317	3
20	1393	4
20	2640	5
20	538	6
20	3114	7
20	2291	8
20	4973	9
20	357	10
20	5991	11
20	6863	12
20	1270	13
20	2792	14
20	2028	15
20	3949	16
20	6377	17
20	912	18
20	2692	19
20	1	20
20	4034	21
20	3034	22
20	914	23
20	2959	24
20	480	25
20	858	26
20	34	27
20	260	28
20	5377	29
20	5	30
20	2858	31
20	588	32
20	2571	33
20	903	34
20	2706	35
20	318	36
20	6942	37
20	2987	38
20	1377	39
20	500	40
20	616	41
20	527	42
20	6936	43
20	364	44
20	307	45
20	5995	46
20	2396	47
20	4878	48
20	3	49
20	170	50
21	3836	1
21	98243	2
21	2490	3
21	47099	4
21	4370	5
21	110	6
21	112852	7
21	64969	8
21	1356	9
21	44191	10
21	60069	11
21	47200	12
21	5449	13
21	2353	14
21	111362	15
21	4896	16
21	5618	17
21	1527	18
21	33493	19
21	329	20
21	48780	21
21	92259	22
21	5574	23
21	595	24
21	56171	25
21	3948	26
21	106489	27
21	1221	28
21	81564	29
21	1097	30
21	86332	31
21	3578	32
21	2394	33
21	2324	34
21	1207	35
21	6297	36
21	68358	37
21	2023	38
21	1682	39
21	81834	40
21	1073	41
21	73017	42
21	2000	43
21	41566	44
21	3753	45
21	2761	46
21	34162	47
21	106696	48
21	1387	49
21	318	50
22	4239	1
22	5952	2
22	5225	3
22	1884	4
22	4973	5
22	2542	6
22	5816	7
22	1089	8
22	50	9
22	30810	10
22	4993	11
22	8873	12
22	296	13
22	7361	14
22	1221	15
22	3275	16
22	3949	17
22	2011	18
22	919	19
22	2324	20
22	8950	21
22	32587	22
22	2858	23
22	4011	24
22	68358	25
22	356	26
22	4306	27
22	3176	28
22	48516	29
22	2571	30
22	4896	31
22	2329	32
22	2375	33
22	8368	34
22	1732	35
22	7153	36
22	3476	37
22	1262	38
22	527	39
22	2023	40
22	5989	41
22	2502	42
22	63082	43
22	2028	44
22	2959	45
22	32	46
22	3082	47
22	69844	48
22	4995	49
22	858	50
23	2318	1
23	2076	2
23	1256	3
23	1196	4
23	1282	5
23	47	6
23	1201	7
23	903	8
23	1199	9
23	110	10
23	356	11
23	4226	12
23	1244	13
23	1921	14
23	910	15
23	908	16
23	3435	17
23	29	18
23	1227	19
23	112	20
23	899	21
23	1200	22
23	1261	23
23	3108	24
23	902	25
23	3741	26
23	18	27
23	2395	28
23	1248	29
23	1251	30
23	3328	31
23	1263	32
23	1210	33
23	265	34
23	745	35
23	16	36
23	912	37
23	951	38
23	1967	39
23	1252	40
23	2997	41
23	412	42
23	1172	43
23	111	44
23	3504	45
23	1209	46
23	25	47
23	1283	48
23	1732	49
23	8874	50
24	88125	1
24	4226	2
24	2694	3
24	3753	4
24	1291	5
24	2502	6
24	33166	7
24	89745	8
24	47	9
24	778	10
24	1732	11
24	2167	12
24	34405	13
24	3740	14
24	1258	15
24	2353	16
24	5952	17
24	4993	18
24	293	19
24	3527	20
24	64614	21
24	527	22
24	589	23
24	1210	24
24	1387	25
24	260	26
24	7153	27
24	2329	28
24	60684	29
24	541	30
24	51255	31
24	91529	32
24	99114	33
24	1196	34
24	50872	35
24	44199	36
24	4239	37
24	79702	38
24	4979	39
24	480	40
24	318	41
24	81562	42
24	2959	43
24	112138	44
24	858	45
24	1917	46
24	3624	47
24	57669	48
24	110	49
24	109487	50
25	6377	1
25	60684	2
25	115713	3
25	2959	4
25	5816	5
25	778	6
25	48516	7
25	8368	8
25	47	9
25	2858	10
25	8961	11
25	76093	12
25	168250	13
25	3147	14
25	4886	15
25	139385	16
25	356	17
25	6874	18
25	33794	19
25	92259	20
25	51255	21
25	296	22
25	94677	23
25	3307	24
25	5349	25
25	60069	26
25	480	27
25	1203	28
25	593	29
25	608	30
25	1210	31
25	780	32
25	1917	33
25	1704	34
25	6539	35
25	4993	36
25	50	37
25	1196	38
25	6	39
25	5952	40
25	318	41
25	2324	42
25	109487	43
25	2028	44
25	1291	45
25	134853	46
25	4226	47
25	54286	48
25	1089	49
25	44199	50
26	318	1
26	317	2
26	586	3
26	377	4
26	671	5
26	595	6
26	736	7
26	780	8
26	52	9
26	329	10
26	292	11
26	508	12
26	36	13
26	208	14
26	587	15
26	527	16
26	380	17
26	281	18
26	337	19
26	648	20
26	236	21
26	231	22
26	111	23
26	474	24
26	3	25
26	10	26
26	141	27
26	316	28
26	39	29
26	368	30
26	1	31
26	454	32
26	342	33
26	590	34
26	161	35
26	339	36
26	110	37
26	589	38
26	364	39
26	588	40
26	500	41
26	253	42
26	160	43
26	32	44
26	434	45
26	50	46
26	185	47
26	168	48
26	553	49
26	480	50
27	1272	1
27	474	2
27	4306	3
27	968	4
27	2617	5
27	34	6
27	2987	7
27	2716	8
27	4321	9
27	1231	10
27	1136	11
27	2699	12
27	1909	13
27	589	14
27	3698	15
27	1372	16
27	2000	17
27	1	18
